path,bytes,sha256
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-013/source/transcript-reference.md,550,0dce44645b9e475f563358203e3607b686231cf9a129441bb387b01c993f2c45
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-014/README.md,1774,010ec483d26db6b2ce8100e07d5ab8610f33e79f34138227e7917d432eb4bcce
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-014/docs/provenance.md,780,586fb3f6c4b7cba97f35747613ebc1ef904bd8d871bb4956568cc5f9719c7062
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-014/docs/verification-notes.md,711,aa5e0dcd2c00965f3f0d58dd0b1386356d9feee545535c75e2270ad99c9a60fe
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-014/metadata.json,2768,be73019aba197997b2363ba854f952e77da648ecaf6d7246fbb9d8dbd947d535
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-014/source/published-description.md,1104,eb0c278caaafb9a5d29e6f8a550a3d8c8c646136bd10ac221df6d94110be51ba
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-014/source/transcript-reference.md,552,65d1eb606e699ae5d2f66551c90b945bd0036f829eab0f7b72c1547dac13d8f3
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-015/README.md,1884,3614ed80243de651ce87cfc5c96d90ee9033d6084025e83f19563a333d1ea7de
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-015/docs/provenance.md,780,37c41b0214237589abe6dc53e3c1f3a8723354df17a7b742639ea9f2cb961032
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-015/docs/verification-notes.md,711,25da066151d56ab6f5d2dfc7abf48a0b52e47c1e9aa7074584a91f7792bc81ec
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-015/metadata.json,2992,a7a6635270c4dc917308e866fc518e52dae8b187a71f9d0ca3b593ac974e9e20
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-015/source/published-description.md,1206,d9e2fd3544faa9a900f1bbd8ef56df80b111a1dc4c11a48a146b1f26b39cadc7
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-015/source/transcript-reference.md,552,141282a607c7fe506c8fafa16823f8cd915b30927f00a82ddce5edec09169365
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-016/README.md,2000,869d4569c88448c99d6631432a036b12a94749d4446d7ad619791fc42f505310
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-016/docs/provenance.md,780,1bc10da76d32fb50fb0d04d5d74d527e73fdadd0ede4f9a3380e62e55b5a3fbb
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-016/docs/verification-notes.md,711,72d4174f9a1fe029f15b1d4d8366d23ec4a5aee85c3c38472c52722c72d4774d
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-016/metadata.json,3223,f611cb864847a380057478c6322ebd393a51097ccbaaac51af955212d5f9c3f0
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-016/source/published-description.md,1332,19ea18e48ac26d114bae7ccd0fc017d961241579e5bfba2328516b229bee4e64
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-016/source/transcript-reference.md,552,ccd3fe5ac3dee2d39795b54e41259d47835bd4b1dae9543c22b894f8724a64ff
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-017/README.md,2081,355b0a76b2607465a0275eae052d50205bf57cb5e11580d3486536f3066d544d
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-017/docs/provenance.md,780,0c4168a78c15d3c0a44053beb9facbed05580388198243bb6995da78b3b44d63
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-017/docs/verification-notes.md,711,e38f216dabd79c68dfc6e0f8e5b05633a48f23c03ea3acf92b623dd8b872aecb
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-017/metadata.json,3400,2748bb688926cb92b54750317b929af6f99e1f4aedc415e0a6264cf3a3f04384
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-017/source/published-description.md,1417,1d75b38563b06cf82778aae981bf78d7834bad3a8a205be2ccb43d99d34eaa8d
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-017/source/transcript-reference.md,552,cea8b4efcb216a66bb4923f85029abef482896e5bfd6163764f316413e7e899f
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-018/README.md,2088,7d06683c754cdb1a0715bbea77ffd8d09235371554a630ef67546c996bf63a2f
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-018/docs/provenance.md,780,f14c20b8fe4dcc98dcc5c3ea9250e3bf52fabdbe7cd32e97a49569a927244d92
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-018/docs/verification-notes.md,711,c4a4ed507194b0f506a2c8791ed441ab1f61a02cfc984476ad33acf56f73963a
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-018/metadata.json,3381,34411c9be2b7a2a0473b1147b5ffd9480603ec4b67732f021ada3de6e2f09a2d
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-018/source/published-description.md,1406,37f09516abdab5d82aefcd3435bbbe16dcfe8536e4396f7a6456621deb67e1b4
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-018/source/transcript-reference.md,552,0eb4d7dda38b3bc347d7f638bdd30d9dbf44fd3c89e52773b51933e0507f4672
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-019/README.md,1893,ec84c131db398d2b4e7a1c8143c54736589910a32fb07fd79915fb649a40d975
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-019/docs/provenance.md,780,8dd4133372db5ee44462496e1d2185878c9b1bdc5b7e6653228de7266a2bd98e
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-019/docs/verification-notes.md,711,07ac5682ea47ee4c10ca4c5528ca78370b8e9c4435ff0795dd9bf2ca77b4ab15
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-019/metadata.json,2998,322a740169d70b31fa5e219d54e9776a3cba3bec141ecdedfac1c42bd843fc2c
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-019/source/published-description.md,1223,490d0b23966659c9bf71ef3055f0b80dcaf9cedcc81f5d6f0452cb0868dec963
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-019/source/transcript-reference.md,552,31105fb78e0d464690e3ed24842977e95bb91fd93f407c4babfd7ab2255cf804
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-020/README.md,2237,04c46050f5d221580c6b165de27c45336c3efe7d214f671ce241c5db97a302a2
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-020/docs/provenance.md,780,7e9e6f3735d4fe06691d8730f0c6098e8ae406da4b1565ef36513c1adf76c33b
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-020/docs/verification-notes.md,711,6c0043e62525f1c86c0aef89a3f893d19ed04ce5ee1c16271375168f6283b323
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-020/metadata.json,3686,358080519d6098ee89ffbd15f03cbc5b093833dd34b35e221e6e5fc38140e760
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-020/source/published-description.md,1567,3927abb5fb93ab01526f94c58576b71644f6ec518cf9129f9865b916ebd771f1
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-020/source/transcript-reference.md,552,1d9904cfb9c62e5663b4531c8426841dac9c2d88f5080515c913cdc95bc36b98
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-021/README.md,1862,8a274b194af2905e1ff432eb2b4d182a3c94535febabd63eccd6025f62e9e87a
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-021/docs/provenance.md,780,d860eda5f8768451f686ce41accd9e3589ca3e1e5ec7a5a47868cff43eef0959
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-021/docs/verification-notes.md,711,1d29b297f0968a5613ccc2875034f68275e8389ac8065330fbd61ac616e347d3
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-021/metadata.json,2955,4c4205764024306d0d2148371e094ccad5be89b1dd2d84de5f7433298b5a7dde
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-021/source/published-description.md,1183,789d10e7b88e5e75a2fd1470c2db4381896dbc72d78bc9968d5a94c1d7f71ef2
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-021/source/transcript-reference.md,552,ec7542fb84a7f8ab3bd6c8967a05729176a8b3d33a508a653a02b84f673dacfa
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-022/README.md,2101,3949eac7bf6e0b05c45c655c647c1e150d1f9d115ed1f6063160da329784eae0
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-022/docs/provenance.md,780,83e46d00d64b535dca5a5e2878b1604a37ffe98421919b230688af7c0f26f099
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-022/docs/verification-notes.md,711,af1b520392fc574eee0305ea4d41b95f7a7a71b4affb6ff45aa05a917216c4b9
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-022/metadata.json,3412,80c5a981eb4393e930d81abadabb2e938eab8e074db868fa733aa9dce7c6c026
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-022/source/published-description.md,1424,492d61da57df45c573c84b3a987aebf7ad91ab8a14d3d55f085828257bceb37f
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-022/source/transcript-reference.md,552,2eaa928e664d1fc4dea47c70b21840d88237e92d049de73a726cf2e3990fcb72
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-023/README.md,2018,0a2fe1d4208ae854c848b27d724de6dd09f01376c405692d08382a4ad0fc063a
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-023/docs/provenance.md,780,9e4377f4ca77298bb616b507fa92146ef8dd63da9b0977118ffa0882f7399ad4
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-023/docs/verification-notes.md,711,eaeb8a18a0429e482b4867274339eb705e3b22072653b070657f47d468ba2e43
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-023/metadata.json,3255,fdcaddb41dd7b7ab460497263ce31393931953575945d4b0419c8670484e954b
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-023/source/published-description.md,1338,6e00b8fd137057c45251b4b1c6f5e18acd0f0790c7498b20b3207c173f4f5f0f
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-023/source/transcript-reference.md,552,52d56e9bd363653c50abb250db698fcbb7bf4be099d225bc7b5de8d94fc20d54
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-024/README.md,2261,650ad422610ff8bc71406158710b840724bbb7bf918cd30a8a051950b4c2e858
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-024/docs/provenance.md,780,452f32db88bfeedebc78df2e1c7816a65b59165237c2fd31e838f40f3318994f
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-024/docs/verification-notes.md,711,572230c7b4982b37ee8f02fb64429ebb043e67e9a963c3af7e9706ae7593dbdf
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-024/metadata.json,3725,8a3112681c9ed63ec11a5185600f5d37e6cf1d50f29c345d5a4faf44ae7d884a
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-024/source/published-description.md,1590,fddfa6600afc70ccd7bff6bb3baead7d4e9339f614ef1c84ebcadd8966553ee2
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-024/source/transcript-reference.md,552,c1f9a5be179f34751cbac5c045d93ae352296837fff2dd2b2d9b3b127aaa9f7c
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-025/README.md,1909,90eb25b570d0d14c69ce59c3bf67f96f249ed100d4c5ce4152f0a698b3b2bb88
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-025/docs/provenance.md,780,b77d37ecc742f4ff5d0611a85863959f97ddcdb4ddc254be059e382dfdbe9001
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-025/docs/verification-notes.md,711,e9fac5b8e475349e7452dd8d6e33b8a26db0d5062c6751f45bfcc89fe3be407d
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-025/metadata.json,3033,fe9767ec42d48f9718df34ebe8171b2b85268014475d1bc06d7780d513068fca
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-025/source/published-description.md,1237,b8133bccfae8a88b69709e8bf0e9c4db2c67588ef4657733963532a880c73f40
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-025/source/transcript-reference.md,552,99594d1057695696ebe34705c0167f7e66034281a443a177f2483d416692d3c1
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-026/README.md,1998,2bed4c0b4bd2fce5799848923a29fbbee20f4b7e196f6c4107f778fd598bec46
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-026/docs/provenance.md,780,5af1c44987a7500a7c083542eb099e85aa12544851572d91e323b9bee2695a46
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-026/docs/verification-notes.md,711,700cc56ea50f7a8b0d01971812e41421d860a4b6d3f6dbb9a01c8b5e8acb2bd0
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-026/metadata.json,3217,1c648aa9a6044e47f9c297599f2babc73f6e270663e636ceaeadded20835465c
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-026/source/published-description.md,1332,452e4a6bc9bac3b5bce182324ac18ce5dea8bf8dbba44b6315fe6f01349c7045
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-026/source/transcript-reference.md,552,fcafa5e462ee41922948f258d06c99fe1159c06bbac3d2597b3ae86e5d0fa12f
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-027/README.md,2019,17ce13c75266be2d28a29a87516d01a929c58490023f552107637c2bf121e16b
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-027/docs/provenance.md,780,182aadb4d656557892c034dab9d816fa04be7ec33c182abe1f63f6f6802829fb
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-027/docs/verification-notes.md,674,fc6e80cbc4a860c46ac8bc5ad273e4e3037d4c06ac5023f4974347161c496b27
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-027/metadata.json,3477,c564ac226bfa52a606202e51738eabf078ad3ead6fe43e74374d172e7fbc8317
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-027/source/published-description.md,1392,f07115726486ee9d38e199f0336ed483d129a8b7339c45eae75486cdc938952d
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-027/source/transcript-reference.md,552,fe9ffe0fa06ac676f2e1521f3fd788c1abe9076bf1e3b0da9d3486ac890b852a
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-028/README.md,1826,1de1ab3ffc797036355398387b8013deda1ded1d39fbd760b5c4cf09fb17a0ae
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-028/docs/provenance.md,780,582462e9d0c10c648368e92bb5a78fd74abffeb65b94bc153c41cf4c07408e42
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-028/docs/verification-notes.md,676,1c512fa3bbb53a9d7089ce497f68017b80f8948c9c906a4cffa0640d92e7be5d
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-028/metadata.json,3062,7b6266342e706080eca2dd822edaee84c9ed8657bed430616dd07f3cbe42afaf
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-028/source/published-description.md,1192,da7eca3d979cca3e1b816c3e4fb605ed9a023a8ab70e688b20ec221eca5c817e
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-028/source/transcript-reference.md,552,b4154564d6c489e9b8476ecd1576fef459c4faa6ebcc8c3a7fc1de4f70c2ccc7
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-029/README.md,1937,bfae3f6698f5e8231f8c07ea2a3b1ddeee23c585bdaaf42b9e23749426c5f3fa
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-029/docs/provenance.md,780,a9f6a67c7eda13040b6a2175fbcd69885f1d0c3abd7933dec83e4e63f01ff2fd
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-029/docs/verification-notes.md,711,7ef7d8857046b56943b4c0fd4777a34aed20a15e1d604455eadc33a13a958e40
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-029/metadata.json,3086,6a12316d607bfe9d88c1d8e8dfb0bf1d79e4479ebcde8ade379b0c3e3d90be5f
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-029/source/published-description.md,1261,e1dca8699672b15d0bb0737d063b6eca695fd528fad4e00ba1fc30adb8d183c2
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-029/source/transcript-reference.md,552,00e02a3915358710d93de535c2ec7d15bb11d579a7dfcd142024abf039f0230f
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-030/README.md,1798,080cb73ac75cefaf9c917f2b6abf89074714f1865fd90e13707ad4eb05715210
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-030/docs/provenance.md,780,0844045f96f631f4fc52efb0f7a25bc74f5876d4baadfee4c6a18a82a8ebc629
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-030/docs/verification-notes.md,711,1b04110895376ce7a27b78c27dc9a164db4d4f362214f616feb2fc966f93032e
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-030/metadata.json,2821,9eaca4b79826ea96db029268c8800152a64056b2900509448171d6775c85c62b
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-030/source/published-description.md,1103,8d5c9a538df646fc6ab6260b90b01e1d1f96d61d6e5610887cfdd1c80d96c057
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-030/source/transcript-reference.md,552,688cb50c6cda756701d673b0143fa467e1d2dc7609bd64c2fcea4c432c42e23b
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-031/README.md,1921,4ce9508823690a9ffa550359a4b9d83c597376fa7bb797be3fb67e8e0d9126b2
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-031/docs/provenance.md,780,6f412f74c0cbe506238add95838d7af964d3bef659d42dfb9ceb866872f40e5e
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-031/docs/verification-notes.md,711,b0b2c40e9208a11fae4bdad6a73c6bd23aceb386c9ae910fb414a9c1a577eb06
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-031/metadata.json,3084,a6b73ea80c1444f9aebb6e46441874c75086a12afc0c1fab079f45d747a57fb8
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-031/source/published-description.md,1247,bd7eabd6b4e80d73c252fb1422d76edba41bc34631e9908cf974d83babe1e573
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-031/source/transcript-reference.md,552,1166a49f613377a52f84f5f1cdd1ee3a167d256f6004275f987dcb5a37942168
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-032/README.md,1794,5621aebee22415e6ceedb71d281fa2c1ea061752fe0cd759280def968dd6bd42
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-032/docs/provenance.md,780,0c9aebb829655e9efa3b4a7406135da140b6040013377964b235ea168ac03408
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-032/docs/verification-notes.md,711,b7721a40b704bba2c83a7a09c7fb2f276433ca518ea24a1609905e37ca92b3c9
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-032/metadata.json,2828,a9da6caa2c1a911dc3b50459529b3342e28e3f81ee07da089f1e446b45fef713
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-032/source/published-description.md,1126,1f27739ebba9e326b4775e693e68f84cd29294ceb2fd7e5ec69bc987d30d5eee
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/records/GM-032/source/transcript-reference.md,552,bf8b48e9b376a4b33144ea1070847e0367336795bab8ad66f7d18b032520a304
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/shorts-register.csv,34581,bb58be7657abf49e2d9543e34daf7dd3392714142e1ba24a7d5861cf3578f934
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/shorts-register.json,104626,20359229250f86a8760e5b5f2adcc26059d9f03d7df030f61b02bfe533149388
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/source/evidence/published-frames-original/2026-07-22_15-40-37.png,453677,a3696e040409f82718ffdc67826d9855cc1c5084002397e2bdfaf84d084e99eb
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/source/evidence/published-frames-original/2026-07-22_15-52-45.png,385975,adbb207dc8f51fa5892a1081f4080c25484b320960ec933600ef01c23ab4ea0c
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/source/evidence/published-frames-original/2026-07-22_15-57-49.png,262654,e752b1f3b9f73520f80843662547c71af388f6f5ac620a9152920d673a602cbd
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/source/evidence/published-frames-original/2026-07-22_16-00-38.png,290965,f61acd0da5ecc88eef23ec828f444df805658dedff070440e3c3d0dcca23b161
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/source/evidence/published-frames-original/2026-07-22_16-03-09.png,270941,433f29411b47db8c64eff47125dc2abb90df6995c9330e5e59a958b15fc9a97f
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/source/evidence/published-frames-original/2026-07-22_16-10-07.png,262745,08d3d215dab5a067ce945057aa553bc96d53411895f267e4e6af84a194f05ac3
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/source/evidence/published-frames-original/2026-07-22_16-11-46.png,255471,d7e2232ec95af7ccf314de2086084af8894462c145626ff1aeb53c756e6f3400
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/source/evidence/published-frames-original/2026-07-22_16-13-16.png,265794,2a107c7555a84934e9e6651e56029a76bb28d1d3eca3985846846b0ad0ab5215
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/source/evidence/published-frames-original/2026-07-22_16-15-27.png,205150,513e758147a79ab0a16f5df642add56ccdc6cf26d2d7df51d64adb85060c095d
collections/fireside-bmx-chat/records/fbc-004-greg-mathias-chasing-harry-hof/derivatives/shorts/source/evidence/published-frames-original/2026-07-22_16-17-31.png,356021,ef06a63bc358c6f13ac3d1de0f2efa16b88b14fc9350246efe7255b0ef7fb16a
